FuncionarioId,Mes,ReclamacoesResp,ReclamacoesSolu,DesempenhoGeral
ba61618a-489c-4aa2-8b00-02124152bae5,2023-02,15,8,9.08
30575ba4-5dd8-46b4-86da-501dab067065,2023-02,17,7,9.91
cb703b06-605c-4aaf-bdbd-78707d44a475,2023-03,11,5,5.66
09bbbfd3-aae5-4a35-a1a6-a957ddebfef5,2023-07,18,18,8.36
31e12b7e-071e-46fd-8779-f44c9907d549,2023-08,18,5,7.98
ad72876b-857d-47b0-bc0f-36939fba2e8f,2023-04,11,5,8.33
fe649d66-b389-4a55-9df7-511aab3ac519,2023-07,18,17,5.44
c4a516ed-371c-4caa-a5f4-a05179985d4a,2023-08,17,1,5.16
a9d66c4f-027e-4a31-987a-2122134edb3a,2023-06,19,5,8.7
bf178162-99e2-4666-9f50-1313a7dbe5dd,2023-10,20,18,6.35
27d1ff82-e602-4b5f-80b9-0576481ce586,2023-08,19,7,8.36
47b62c60-c191-48a6-99b5-3f7c28c3b409,2023-03,19,18,9.0
2e161a49-5a95-4c3b-b805-4b59d6bd61f6,2023-11,19,7,6.27
bafa97ae-b253-43e3-b468-77c35476aa22,2023-02,14,12,5.3
ea2a2464-0711-4f42-bcb6-87970c26843e,2023-10,13,3,8.11
06617222-679c-4f28-98da-51ced5dca2d2,2023-01,12,1,6.76
aec24e29-7cd4-472f-991a-6f390c903ada,2023-07,15,14,8.13
7eecd0af-8c74-4a7d-9bce-44902a06e5c2,2023-01,20,0,8.35
20eb76a8-3fc8-4f3c-9b07-e0d56719f675,2023-07,5,4,7.38
021f5fa3-37e7-4163-b4ee-6c80dbfe9491,2023-07,18,13,8.26
def60ae2-aa92-41ef-8644-0632fe336f13,2023-11,20,15,6.87
5e0034de-acb4-43fe-93d4-77f95fc8d459,2023-09,16,15,6.37
93ca0a5b-f04b-4d79-8e34-5b7d7d74366e,2023-09,7,6,7.97
87340280-77ba-4252-8e7f-288f51be15d0,2023-02,13,4,6.31
976897b2-98fc-4ea0-bd41-98d4a6822a13,2023-05,11,6,7.48
5d52bb7c-abc7-4336-b936-e1aa0b33a1ec,2023-11,10,8,9.04
25cadfd9-24d4-457e-b9cb-54b698f336b8,2023-04,7,0,7.34
cf993d6c-f1ef-4475-b462-8824a8ad59f6,2023-11,16,11,6.99
7feb71be-ff08-4b61-96a6-82f55836c59d,2023-07,7,6,8.5
b1f062bf-4fd2-4dd6-a3c3-9b719beac4f7,2023-08,8,4,8.65
83626c30-44c5-48ec-93e4-b60f30dd4cb0,2023-09,20,0,6.72
fbbe98b4-b935-4b10-b054-58bd663796be,2023-06,20,3,9.0
1241ede1-28e5-46a4-930c-904aba204cff,2023-10,7,7,8.55
981ecd70-15b8-45d3-b233-422c73ca2184,2023-01,20,15,7.08
a660413f-78cc-4247-b5a1-b0b87c00b117,2023-11,7,7,6.52
c4469f5b-8d29-4e76-be15-158e0b83431f,2023-12,17,4,7.35
a8d506ec-60ae-4f5e-b1e4-da5ad6406adf,2023-02,13,11,8.47
ec9150a2-3bfa-4ff2-82c1-bae60e16bddd,2023-05,20,12,6.0
fd8f58cd-7146-47f5-be43-a6e7b9e1c0ff,2023-01,8,8,5.53
8fc096f2-9293-46a5-aac8-d964f0bbeac6,2023-10,18,1,6.76
4f6fdd90-f0df-4b54-aa4a-20697f710c8c,2023-12,6,6,6.92
2ba535cd-8d8f-4189-8450-3da7be8f7e3d,2023-01,5,2,7.07
5bb3443f-f716-4b3d-b677-f42ca46e4fc0,2023-11,5,4,7.86
2ff654f0-27e0-4c5b-87fd-f4cd57ffdbe2,2023-01,5,5,5.46
776c6632-1658-43e5-8679-ca0b6221fa54,2023-03,18,2,5.14
b42fd453-a6e4-4edd-bd91-581cc9504861,2023-08,9,8,5.21
e28e31d6-0287-448c-9f68-51770c4b70cb,2023-02,7,5,5.56
404e9494-639f-4be4-8c24-bcef484358af,2023-08,16,9,8.9
ca02e519-84f3-4234-bf0c-66e14c5ff43f,2023-07,8,5,8.85
0d310077-0140-4464-a4b2-538f2b3aceb5,2023-09,13,10,9.42
8ab69c46-b223-4ea8-873d-cbe137d6b1e6,2023-08,12,3,5.37
ed812962-d28d-4d43-9a57-ff676034d86d,2023-06,7,2,6.43
1f1df362-fa7a-42f0-b0bc-ef499cb485a9,2023-09,16,14,7.61
f03eb03d-b2ba-47d0-919a-aa240ee56fe6,2023-04,8,8,7.32
793612be-e4b8-44f0-b0dc-3c6ff83c00cc,2023-05,15,5,9.97
4c664e3f-1648-46b4-9e36-7703586c2a71,2023-12,15,10,8.35
32f69de6-285f-4a75-8d68-1c33d6e858d5,2023-02,17,5,5.48
2c2376c2-9203-410d-bdea-b714c7b368ea,2023-09,7,3,6.56
7381b1f0-2300-487e-b3e1-014ab28f15fb,2023-03,6,3,9.91
a731435c-c7df-4644-891a-bebdf8e9cd28,2023-09,8,2,5.66
2609d13d-20f6-4255-9e3a-fc67b5942e8d,2023-06,8,3,5.52
ea5f7d4c-593c-463b-a5d1-3a5891a654f9,2023-07,18,3,5.21
fbdc360b-b7b4-43a4-b41b-d22b5aad20c3,2023-11,6,6,6.84
c6fd59bf-e616-4ec0-aed0-76cb8c1cbda8,2023-05,10,9,9.0
8c4177bc-ed4f-4981-a41f-02ed8714a8c2,2023-10,18,0,8.37
4d162bb9-78e5-4ef4-a0e4-57a39d06d1b1,2023-05,15,7,6.61
cec5b365-cbd1-4d45-b8d8-2e21f9a216e9,2023-04,15,8,6.73
2a4b2279-c67d-4083-8f94-e44ecf488f42,2023-07,20,6,6.89
58943519-5b4d-4e73-b234-28844d7ad223,2023-07,8,7,7.31
8fc096f2-9293-46a5-aac8-d964f0bbeac6,2023-06,20,11,9.9
419a4e6b-8ad1-4760-803c-28cfe636a367,2023-11,7,6,6.95
3eb089d3-9aac-4e34-85e7-c95bb81b6609,2023-08,13,13,6.07
6a9b956b-e0b6-436c-a506-30d11af3bb87,2023-04,10,9,9.08
ae709a22-0f6e-4f2f-8b8d-be9506475762,2023-07,20,17,7.7
ebedf739-9067-455d-a9b8-7b76a8306dbf,2023-10,5,5,8.99
5d52bb7c-abc7-4336-b936-e1aa0b33a1ec,2023-02,10,4,6.73
fbbe98b4-b935-4b10-b054-58bd663796be,2023-05,16,9,7.74
beeb3bce-e59b-41e5-a48f-0b47c435b126,2023-02,11,11,5.78
c44c4931-3071-4e1a-befb-c9f5a871d399,2023-06,11,8,9.73
c3e4419a-c70a-4cae-bee9-a9a248add676,2023-09,9,0,7.0
79c7ec13-3c0e-4bac-9c8d-d4836742da87,2023-06,10,2,6.64
34ed6b8b-725a-4060-a7f5-1b8087ad5d5b,2023-02,15,8,9.05
a5f97359-3872-44a1-8520-043e8c028e4e,2023-10,8,5,7.95
8fc096f2-9293-46a5-aac8-d964f0bbeac6,2023-07,9,7,5.77
5fb2258b-2ddf-4160-839e-c6dddf2604d3,2023-02,14,9,7.49
376b8053-abfb-4108-8b9d-5ae6ee8102ab,2023-04,14,14,9.54
e917b8dd-275e-42e9-9377-9376beb47d8b,2023-07,10,9,6.69
96fe293f-3644-4486-9aef-ce7ec9da2645,2023-04,11,8,9.36
a966c2c5-715d-41ba-8c5d-7d7ac0932661,2023-01,14,1,6.78
6130e78a-4110-44d0-84e5-8c0ed29dee6a,2023-06,18,1,9.8
77f21890-b6c9-47d4-97d9-befa50625499,2023-01,14,11,7.36
f240fe65-c21e-4947-908b-907dfaea4885,2023-03,17,11,8.84
61914b19-c664-4ae3-b8de-745eef05969a,2023-04,11,9,7.78
d0bd84d1-7c22-4ace-a2d8-ff944ece85e3,2023-08,8,4,5.07
072041ba-ee19-40fb-a883-eeb5ebfce15d,2023-05,17,5,9.58
b020b9b6-6371-41a6-b4ff-8e71e4646b90,2023-11,8,7,6.93
c14d2b14-16ff-4e2e-9fff-4616b90faa01,2023-12,9,5,7.71
28956f26-81f2-49de-acc1-db4f5d6a632a,2023-08,12,7,9.99
b4870f09-ee32-4189-9fe8-48f72598189b,2023-09,11,9,7.1
2ddfe9f1-10f1-4efe-a155-fccee20f85e2,2023-09,7,1,5.35
804e822a-7f17-407b-9386-71fb45aced4b,2023-05,17,4,6.04
3bd7e285-12c5-4a43-bcbb-27bb461ae8ea,2023-10,20,5,7.05
6cf8331f-0393-4e5a-9092-a7682435aa1c,2023-06,13,2,6.87
eb53d46f-2b02-46c6-af40-b35df796f3f2,2023-05,15,2,9.89
fbbe98b4-b935-4b10-b054-58bd663796be,2023-09,18,1,6.09
4399752f-169e-4146-a144-1cbdd36762cb,2023-06,13,9,7.45
447cd7c1-e982-4843-a960-5fcb848df74a,2023-11,11,4,9.85
3cf6ec30-5619-4f32-a5e4-c436e5717c5a,2023-03,14,10,8.78
0e340b53-8537-427b-bc46-8663b4adcfce,2023-08,20,12,5.53
f65ff4a6-c2fe-477c-aae5-a2fef561b08c,2023-03,15,9,7.58
bafa97ae-b253-43e3-b468-77c35476aa22,2023-03,9,2,7.95
bbcc52e4-2f5d-4d4c-aae8-6c0567198a81,2023-08,7,6,6.79
675df01b-75f3-4209-b3ed-cab6af7a9b69,2023-03,13,0,9.42
a70885d2-8308-4a2b-9989-940f7a978853,2023-06,11,3,7.97
abfc9347-7d3d-456e-b11d-e66ad4801d76,2023-09,16,16,8.19
79c7ec13-3c0e-4bac-9c8d-d4836742da87,2023-08,20,1,6.14
3054ec63-e396-4dba-8efd-00be5f3dd874,2023-09,16,14,5.82
b5038725-6022-4be2-aa4c-5d8c370b31ba,2023-08,12,2,9.61
6135b217-84d2-4928-8346-1b08aa3fc121,2023-04,9,6,9.75
f5eea2ba-8557-4fc2-8da8-1a371eebcde1,2023-07,15,1,9.02
ebedf739-9067-455d-a9b8-7b76a8306dbf,2023-11,20,3,7.88
5ac50bee-88ab-42c6-92b4-654885cc067c,2023-04,7,0,9.38
d1138476-f899-4b61-8ffa-716ab47ecafc,2023-11,11,4,5.24
e7c192cc-3cdf-4750-8508-dd90f7772d02,2023-12,5,0,8.4
46282eaa-965e-41f9-86de-9774a682b705,2023-05,6,1,7.69
3d8f9093-454c-452f-be09-5059b3d5770a,2023-08,8,0,7.24
3bee8cfb-9945-4593-b054-c52173eb27d1,2023-08,14,3,5.38
378ca310-57b1-4407-9597-de5fc0b997a6,2023-06,16,10,9.77
95598c23-abe6-441c-be6c-6ea27ce44e0f,2023-11,16,6,5.58
c0c1d948-0963-49ed-bfab-8f51944c49a1,2023-01,12,3,6.67
db6a075c-5852-41fb-9799-b1d4eaf6a576,2023-05,12,10,7.98
3e03e07b-1961-4fc0-95f4-e01583831397,2023-03,20,16,8.06
76b256a9-670c-4ffc-9f84-f77df286542b,2023-09,5,4,6.86
45533b46-4dd8-4a17-810f-256d3a0973bc,2023-11,11,9,7.53
1d756685-5bfe-4a5f-a65d-3ceb250a9cb7,2023-09,6,2,8.71
a3db502b-6a12-44e4-9116-ffe407a4b3c1,2023-08,7,3,6.31
d11e66a5-b14b-4c71-9b98-4469dd04f5e2,2023-12,16,12,8.21
ae7a620f-f130-441a-a510-3e0cd37d078e,2023-06,8,5,9.78
f39bff04-f8e8-453e-ab1f-725d2eca4759,2023-01,7,6,9.96
067cfa66-fcd7-4a76-94be-299e4f46f276,2023-11,8,8,6.92
1f5b0117-79ce-4bff-8886-1ec651a0bf66,2023-10,5,5,5.48
cbc07a43-36e3-4234-8695-06e5ed0a66be,2023-12,13,11,8.21
2fb33c63-4389-4a00-bcd7-a5a0e1735a67,2023-06,9,9,5.35
02369f87-61ca-464f-92f8-027812909ebf,2023-03,19,0,7.82
b64522df-f007-4784-b50a-739c328346a1,2023-05,19,2,6.28
dff210f7-b00c-4cda-8650-28f6cfc32511,2023-11,19,14,9.67
b47bd20e-7208-4b8e-907d-b6416ccd22f5,2023-10,11,5,8.99
5a39308a-47a2-45e7-93c1-a4ead0c95075,2023-01,9,0,7.3
37905a4f-d0cc-415f-b58a-8121b93e44a9,2023-04,10,5,5.59
115429e6-ce30-48fc-86da-feb38cb06198,2023-09,11,9,8.97
041a7827-9020-4309-b2a9-445e203d0df4,2023-06,17,7,7.33
d8a2f1b9-5608-4139-b57a-5630371b0dac,2023-10,6,0,5.67
763a670e-67a1-4063-a2df-8fb6769df394,2023-10,17,9,8.76
8c119e5d-0bad-425e-b8db-09062b32c577,2023-07,10,1,5.24
447cd7c1-e982-4843-a960-5fcb848df74a,2023-09,20,0,5.99
7ef967a7-8e6a-4533-9827-6591deacdf93,2023-02,18,0,7.14
fb564bae-810a-4ba8-84fe-26cea09ba425,2023-12,8,3,7.05
10327130-e3db-4171-9a4e-f948896d4aec,2023-08,19,5,9.18
394426af-c5c6-42df-ba94-3c0ab60ce359,2023-12,7,0,5.79
14cbe0d5-3c07-44d7-8278-7a2096251941,2023-03,15,13,5.51
8da13a7f-72b9-4d52-a186-fe7d1bc0db1a,2023-08,19,17,7.25
c3b063e0-3ca9-44ff-ae8d-c2ef9ec7c120,2023-09,12,6,9.65
a754567e-692d-4c61-9ece-e3918a3c996e,2023-02,11,9,5.27
68a8b0c3-caa1-4a4d-ab6b-efc85315b365,2023-03,8,4,7.51
ea2a2464-0711-4f42-bcb6-87970c26843e,2023-03,14,14,7.88
77f21890-b6c9-47d4-97d9-befa50625499,2023-02,17,10,5.79
58943519-5b4d-4e73-b234-28844d7ad223,2023-02,16,9,6.87
5584d026-c799-4f41-976f-69b95cd61bf3,2023-12,13,9,7.25
91d7ba5f-50e7-49bd-b9dc-2026e0a3f7fa,2023-12,9,5,9.01
6a48388d-3e50-4269-819b-4817f0c56193,2023-01,15,4,5.88
c3e9a24a-4d68-4626-bb44-a46c63e38250,2023-05,15,15,8.65
3d8f9093-454c-452f-be09-5059b3d5770a,2023-02,6,5,9.29
844e8506-6510-4d1a-a04a-24fa69000417,2023-08,20,9,8.07
cc26f6ca-2cd1-4009-b4e1-e96b3ce52939,2023-05,19,15,5.14
ccead2e9-c5f5-45a2-a5d0-091bf669587f,2023-02,17,6,7.25
f91d41f7-6449-4159-b302-ea32b8e1791c,2023-07,6,2,7.2
c108a15b-45a2-4e2f-8de9-13acfafb3b3e,2023-09,7,2,9.46
06617222-679c-4f28-98da-51ced5dca2d2,2023-03,7,2,8.17
03659d7c-3421-4117-91cd-fb9177ae4159,2023-04,16,16,6.78
ce51651d-8c71-4e57-9aed-3ccdc8341991,2023-04,6,5,7.15
8c119e5d-0bad-425e-b8db-09062b32c577,2023-09,5,2,9.13
d3bee7b6-ba86-4f56-a36f-4f82b1bee735,2023-04,18,7,5.82
a3076f29-b7d7-4d58-b995-03e9154919ba,2023-12,19,1,6.49
9e846719-09b5-43d7-b74b-a689f18e873a,2023-03,12,3,5.52
6f4d60f7-5ec1-432f-9f4a-c74e5b6fd754,2023-10,19,10,9.31
cf11b024-4469-4654-a4e7-a3c7c4928ee5,2023-03,8,5,8.56
4ba8877f-e447-4b42-8883-9c14fd7c077a,2023-08,12,4,6.15
85a096bf-48b5-4ae3-991c-71854dd87e20,2023-05,9,5,7.68
4e225808-40d4-4afc-939a-5b42777a8251,2023-07,12,7,5.89
4d1161dc-c5e2-4d7f-b5c2-f5a58562b7c6,2023-01,5,0,8.6
de8e3b9b-bf35-4eee-870a-2b5dbf1c3701,2023-08,12,2,9.9
ed812962-d28d-4d43-9a57-ff676034d86d,2023-10,10,1,9.65
f324542f-8723-45ee-bb91-7fc0bf51847c,2023-01,16,0,5.44
80e84830-fead-49c2-a24d-ee3949a2df4e,2023-08,13,2,8.27
2614a113-c1f2-4404-b353-a0a59689075f,2023-01,18,6,6.54
8be82663-7b5b-40e2-ba4b-3b456340b420,2023-04,19,17,9.49
378ca310-57b1-4407-9597-de5fc0b997a6,2023-05,7,3,9.79
28f45667-2284-4f14-bc92-57e61996daa3,2023-06,15,1,7.93
d64c8a82-9ecb-4a36-be9d-bbb8b1a98e0c,2023-08,9,0,6.7
28951821-dbf7-4ceb-9e4b-7d40d146cb1a,2023-09,19,15,9.1
f52c3849-19fb-48d9-8e76-df776c982376,2023-07,15,2,6.05
ce98b8b4-455f-4567-adf1-54873a2dbbab,2023-03,9,4,7.21
55b875a3-7219-476d-8c17-7c049c55f07c,2023-03,19,14,8.8
ef04533b-52ed-4570-a842-9dab73d303d4,2023-04,5,5,5.07
594a2cd3-a7fe-4d9c-8341-4680b7bb3cd9,2023-12,19,14,9.05
ac90902d-bb57-4f9a-80f0-841d715e71a4,2023-01,18,1,8.23
041a7827-9020-4309-b2a9-445e203d0df4,2023-04,7,7,9.09
d2cebb18-6f6c-4fc6-a04f-641e0c7a35f2,2023-04,12,6,9.98
4931a966-4a08-4cec-8c67-028843132897,2023-05,10,2,8.47
8cc8d3cf-8ded-400d-a41e-4ae9e982c506,2023-01,9,1,7.58
ab291f90-912f-4bdf-b7c7-84345bc26c77,2023-12,5,4,7.32
e9a1e8de-ace1-44fe-993c-d33ebdfb1ad2,2023-06,18,14,5.32
9db0bfc8-a13e-4c80-aa86-0c7a6c29505e,2023-09,20,17,8.02
5c00296a-1137-4d53-9bd5-9b2cbdc085d3,2023-06,8,8,5.89
f64d0dd7-9424-4109-933e-738ee26a39a5,2023-02,10,0,5.18
1ab0431d-99bb-4530-9512-82d9a44e238c,2023-01,6,2,6.56
33e21eb0-e1b6-433b-92bc-4ff9129b530f,2023-05,19,15,8.94
ce266f03-a6dc-4b80-ac84-440e39af6b44,2023-08,6,1,7.32
a731435c-c7df-4644-891a-bebdf8e9cd28,2023-06,17,11,9.66
271bf9a1-b7fa-4b63-892d-21a72a81085c,2023-12,5,2,7.94
2ba535cd-8d8f-4189-8450-3da7be8f7e3d,2023-05,5,4,9.19
9669aae2-ec42-4fa3-a4d8-eeb8fe73cd23,2023-07,13,4,8.43
f93fd8db-aa51-41c0-b959-5aaa3d0fc666,2023-07,10,8,8.07
c084a66e-2f76-4ff5-9781-376ec8a47123,2023-02,9,9,7.67
a9d66c4f-027e-4a31-987a-2122134edb3a,2023-03,13,2,6.85
34062415-1ddb-416a-a139-57b2f8a982ec,2023-02,5,2,8.37
8f498e70-118c-4e67-a0df-b2fe4fcba31d,2023-11,6,0,5.97
db081dd4-3200-4129-8524-4140911652a0,2023-12,6,6,7.45
ff7d8f4d-e8e4-4f9b-b685-214e498c416a,2023-02,14,14,9.46
f5c2199c-dd4b-4618-89b8-2faf704cf74e,2023-03,11,8,6.36
3b2f1b57-934a-4b4a-8204-2e1880e9e301,2023-02,6,6,9.72
111ee4f4-65fd-40e5-aa0a-2f9781910116,2023-01,6,3,9.96
42080656-3515-4a65-a3b1-ec65991a20b4,2023-12,20,13,7.22
2b37c662-84c6-4230-8fa2-7b314c2d56e4,2023-08,19,7,5.79
7317232a-8866-4507-88e9-2f411cca2f61,2023-10,6,0,5.07
3d32db1b-dffa-48a1-8eb9-4cd22767a63a,2023-10,6,5,8.98
ed812962-d28d-4d43-9a57-ff676034d86d,2023-03,17,8,9.13
067cfa66-fcd7-4a76-94be-299e4f46f276,2023-06,9,1,6.14
7eaf53f7-f4e8-4e1b-8054-54b6e82c5db0,2023-07,13,0,9.98
b566f9a6-a0ec-4ecb-80db-2c30a9d65b0a,2023-10,14,4,8.41
1fe1785f-5457-408f-86e6-4166bc17220b,2023-06,8,0,9.54
f6601a15-dff3-4cb5-b14a-5ed4276e3ee9,2023-02,16,6,7.06
fd3149bb-9e71-4371-b446-c03f7d1cc5a9,2023-11,5,4,6.27
c560d539-b748-4347-a177-22eba4a2b616,2023-02,19,16,6.74
87968fa5-b7cd-431f-805a-ec6b308fc077,2023-10,19,9,8.95
630fc501-57a3-4c26-b05d-1efc2d98e3a9,2023-02,19,13,9.87
fbbe98b4-b935-4b10-b054-58bd663796be,2023-11,19,1,9.23
bec1cbb7-ca21-4497-925e-b1051c3c2abd,2023-03,15,7,6.1
11e78e8a-0d7d-4148-8887-9b524bbdac9b,2023-05,12,2,9.52
04eb250d-4303-4265-950c-dcc861c051b0,2023-08,8,7,5.88
f22325d3-a3d3-4753-9118-a0c35918770d,2023-10,16,4,8.08
0a59acd0-528a-4712-b87c-0eac266ac03a,2023-11,17,0,8.85
1bcef6d1-8b81-4b59-91b9-59e42f19bef2,2023-02,14,11,6.59
77af1b72-eb99-42a7-aebe-a6b96f79faeb,2023-10,14,3,9.86
b42fd453-a6e4-4edd-bd91-581cc9504861,2023-03,12,12,8.97
def12bcf-827b-44f3-90f0-08df370a67a2,2023-04,15,5,8.26
269c9778-daa3-4223-8330-f5b31921a2cf,2023-11,20,17,5.0
569a78af-eeef-4684-8828-6e14b00e6a64,2023-02,19,0,5.08
72a365d4-3f9a-478c-a1f0-2324065795f5,2023-02,9,3,8.31
c38b70d1-ecf9-4bfc-b60e-f19118a9e3a6,2023-05,5,4,9.62
0b891d12-c9ed-465f-ace4-a842fc56c858,2023-08,7,4,7.86
ceb33140-be0d-4528-979b-35e3072eae44,2023-10,6,5,6.34
5ec2a065-4f51-4bce-ba96-d3290f7a13bc,2023-08,7,6,6.95
536f8f61-70fd-4c2f-8918-f1c61ceefb24,2023-01,8,8,6.26
2fb5f6f7-0f6c-4760-8173-4ed3582b00c9,2023-12,17,3,8.29
7bd6558d-dd25-4a19-9b3d-f1997832ac58,2023-07,15,4,5.79
c2974c7a-9cd8-4f1a-9505-31b9a99eb38c,2023-04,10,0,5.38
06a19ab8-7df0-4b4c-8cf8-d55aba1d1387,2023-10,14,8,8.64
7dd81ae8-6a85-4699-8532-1a05e17dcce2,2023-08,6,5,5.61
0b2332bc-1fcd-4081-a601-5ba1646d7370,2023-05,18,11,6.16
8336c45b-6349-4bc1-b464-0bc1c7ebc131,2023-08,7,5,9.31
b68d5e25-3aa1-4de1-8a99-95b590225a4f,2023-03,5,0,8.7
ce484de4-6475-4cfc-bcf8-d77a34af5666,2023-03,17,4,6.29
06a19ab8-7df0-4b4c-8cf8-d55aba1d1387,2023-07,10,0,5.94
e20bfa03-4c02-4431-8acd-84acb078e6c6,2023-05,19,2,6.3
569a78af-eeef-4684-8828-6e14b00e6a64,2023-10,9,2,9.78
3cbc6876-326e-4c6d-8f4f-cb9da4db9dd5,2023-07,16,16,7.0
fd59bc6b-08e6-49c1-8239-1aee229a6d9d,2023-08,17,15,6.41
4f6fdd90-f0df-4b54-aa4a-20697f710c8c,2023-01,16,16,5.69
dc624089-5b6f-4fcd-a381-e9a7b3613023,2023-12,6,3,9.3
83626c30-44c5-48ec-93e4-b60f30dd4cb0,2023-06,20,18,5.63
c38b70d1-ecf9-4bfc-b60e-f19118a9e3a6,2023-10,18,11,6.8
1a06f7f4-fdcf-46df-adac-036634c352bf,2023-06,20,9,6.52
ea2a2464-0711-4f42-bcb6-87970c26843e,2023-11,6,0,7.38
81a87e89-993f-43f7-a7e8-58bcdc133605,2023-01,14,9,9.3
d6b03b65-3b7f-47d7-b0da-73ee7649bcab,2023-03,17,2,6.31
34062415-1ddb-416a-a139-57b2f8a982ec,2023-12,19,2,5.08
f885ed70-f98a-461b-8a77-5b3ea0bb1d1f,2023-04,20,0,5.35
1ddf4c8a-2ff7-4ca8-981a-13df42366a8b,2023-10,13,6,7.4
2f15b1d7-8493-4304-bcb2-de1363fd6675,2023-04,18,8,8.54
def60ae2-aa92-41ef-8644-0632fe336f13,2023-10,20,4,8.78
55b875a3-7219-476d-8c17-7c049c55f07c,2023-04,16,6,8.33
6130e78a-4110-44d0-84e5-8c0ed29dee6a,2023-09,12,1,5.12
74a7ff1d-f65a-42f2-8c1c-8f53c1cb8a51,2023-06,19,12,5.27
ed812962-d28d-4d43-9a57-ff676034d86d,2023-12,13,9,7.74
0427ba09-6b28-40f3-a9d7-465a9e3bf467,2023-11,6,6,9.26
376b8053-abfb-4108-8b9d-5ae6ee8102ab,2023-01,13,4,8.7
1fc784f2-d9e4-4ec3-ae68-6515c3f73c7e,2023-10,20,6,6.17
81a87e89-993f-43f7-a7e8-58bcdc133605,2023-11,15,3,7.76
59940eb7-cebc-44e3-8de2-c10603efc8c4,2023-03,16,3,6.17
ee48fe86-22fd-48cc-b19f-13c35d13655e,2023-11,10,9,6.48
ef55afd5-3e72-4ca5-a6ff-1f818958f923,2023-11,20,15,6.25
e2a0a5dd-2f2d-4d62-9ec6-60e0fb61524a,2023-08,20,19,8.37
24076158-4f0d-48fb-b847-85834a59f338,2023-10,10,3,7.03
55b875a3-7219-476d-8c17-7c049c55f07c,2023-10,20,5,5.5
97102660-c67e-419a-875b-a38ac871711a,2023-12,17,7,7.09
cd2014a9-d829-4f53-b649-47f9a6b93fb2,2023-03,20,16,9.38
d7af116d-02e6-4c4d-b1a2-1cf34757c04d,2023-10,18,12,6.8
0aeeb4a3-63dc-4f28-a5b6-9053a072230e,2023-04,16,7,5.01
1a3266b2-eabc-4648-abc1-1bbbfd863342,2023-07,7,5,8.5
681c6fd4-34f6-4dbf-b233-ff4a2adda8f1,2023-07,16,0,6.88
ab291f90-912f-4bdf-b7c7-84345bc26c77,2023-04,20,10,5.74
b64522df-f007-4784-b50a-739c328346a1,2023-11,18,4,9.71
11e78e8a-0d7d-4148-8887-9b524bbdac9b,2023-02,8,3,6.86
1f688e00-5e48-4462-96cb-9351174c660b,2023-01,6,1,9.57
61f99448-3cf9-4243-a2d2-b11dbcf77564,2023-03,9,1,7.81
538befaa-4d5d-42a1-bb9c-1c5b4c73638f,2023-06,5,5,7.37
3054ec63-e396-4dba-8efd-00be5f3dd874,2023-07,13,9,6.39
6f4d60f7-5ec1-432f-9f4a-c74e5b6fd754,2023-05,18,18,7.91
a79e6937-31ce-4128-9223-557ef025e880,2023-06,6,3,5.1
ebedf739-9067-455d-a9b8-7b76a8306dbf,2023-03,11,5,7.49
6584e2be-4391-4146-bda1-5d6274718b80,2023-02,19,6,5.24
f6dec9ed-3dc6-4850-a345-d5bcb4cbc2cc,2023-10,16,13,7.69
f64d0dd7-9424-4109-933e-738ee26a39a5,2023-08,11,11,9.29
fd59bc6b-08e6-49c1-8239-1aee229a6d9d,2023-04,5,3,7.58
d7273a2d-5305-4e52-8d33-4a8f3bbc7f80,2023-02,7,1,5.81
d664a086-7566-4ef5-af7c-2436fb150bb9,2023-10,12,0,9.21
09cdb23a-3a1f-45cd-998d-967e24bcbfd6,2023-01,20,13,8.86
1d94faf5-8632-40c2-b40a-f15793933cde,2023-10,13,13,5.55
4576d2b0-b522-476c-9036-c1f1c750ffda,2023-04,12,3,6.31
397a96bf-4a34-4c2d-bddd-4df47a736c19,2023-04,6,6,6.48
b2692c62-b639-4cc0-809d-957a009ab4be,2023-09,19,1,5.06
cc26f6ca-2cd1-4009-b4e1-e96b3ce52939,2023-11,5,0,8.28
46282eaa-965e-41f9-86de-9774a682b705,2023-12,10,0,7.8
db6673e7-fdce-4afd-9dab-0f592f003acc,2023-07,13,5,9.43
9e3132b6-7853-467d-ae40-be5d0693cf65,2023-11,14,9,9.45
245433c2-a3a8-4481-9c06-fb910c32ccec,2023-04,18,3,7.2
642a5f0a-a901-4f29-a61d-526bdcdd9acb,2023-01,7,5,5.5
d277a3e0-f3fe-442e-bf40-06df360ff8dc,2023-12,13,6,7.92
c35631e1-43a8-4256-8f91-5d55e76617d9,2023-06,17,8,8.05
f22325d3-a3d3-4753-9118-a0c35918770d,2023-01,20,0,6.68
7e11b8fa-3918-4211-a84e-6b4b1e0da4b7,2023-04,8,6,9.4
b58d8104-6790-4ad8-bdb6-1d5d730ce93f,2023-06,20,3,8.47
fc2139b3-ad97-4db8-a0bf-d78835d4ac76,2023-02,17,10,5.32
b4dbca1b-57c6-4170-9b2c-e2a221d42515,2023-06,5,3,9.82
4f444349-52eb-40d2-ad77-20ca6a36e48a,2023-03,8,4,8.5
8af0dcfa-33f4-4fc3-a291-97a52c7de264,2023-05,18,14,5.13
0c75db74-51f3-4665-aef2-ee54119267b4,2023-11,11,11,9.37
